Product Type: Litetrack Iridium-420+
Product ID: 154963
Firmware Version: V17.13.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
1/23/2024 2:14:30 PM,27.7046953,-81.0215647,-5.45,60,22.0,3.90,1.8,7,GPS Schedule
1/23/2024 2:30:12 PM,27.7046717,-81.0216037,-15.51,12,23.5,3.90,2.6,6,GPS Schedule
1/26/2024 1:46:00 PM,27.6705675,-81.0027421,-1.56,57,23.0,3.90,2.6,6,GPS Schedule
1/26/2024 2:00:15 PM,27.6736740,-81.0026993,11.66,16,22.5,3.90,2.2,6,GPS Schedule
1/26/2024 2:15:13 PM,27.6746763,-81.0034506,28.08,14,23.0,3.90,4.6,5,GPS Schedule
1/26/2024 2:30:12 PM,27.6747142,-81.0034300,15.78,12,23.5,3.90,6.2,5,GPS Schedule
1/26/2024 2:45:12 PM,27.6747596,-81.0035692,51.41,12,25.0,3.90,9.2,5,GPS Schedule
1/26/2024 3:00:13 PM,27.6745226,-81.0033161,-10.49,13,25.5,3.90,6.6,5,GPS Schedule
1/26/2024 3:15:13 PM,27.6744519,-81.0032091,-32.15,13,26.5,3.90,4.4,5,GPS Schedule
1/26/2024 3:30:13 PM,27.6747754,-81.0035264,22.21,13,26.0,3.90,3.8,5,GPS Schedule
1/26/2024 3:45:15 PM,27.6746469,-81.0034378,-25.99,15,26.0,3.90,4.4,5,GPS Schedule
1/26/2024 4:01:30 PM,27.6748628,-81.0035805,-28.54,90,27.0,3.90,6.8,4,GPS Schedule
1/26/2024 4:15:42 PM,27.6748468,-81.0034805,15.74,42,27.0,3.90,2.4,6,GPS Schedule
1/26/2024 4:30:13 PM,27.6748290,-81.0035090,13.06,13,27.0,3.90,2.4,6,GPS Schedule
1/26/2024 4:45:16 PM,27.6750437,-81.0036122,4.28,16,27.0,3.90,2.4,6,GPS Schedule
1/26/2024 5:00:13 PM,27.6748001,-81.0034943,29.93,13,26.5,3.90,2.2,6,GPS Schedule
1/26/2024 5:15:18 PM,27.6749486,-81.0036128,13.61,18,26.5,3.90,2.2,6,GPS Schedule
1/26/2024 5:30:28 PM,27.6749263,-81.0034033,74.31,28,26.5,3.90,4.6,5,GPS Schedule
1/26/2024 5:45:42 PM,27.6747429,-81.0034805,9.70,42,27.0,3.90,2.4,6,GPS Schedule
1/26/2024 6:00:18 PM,27.6747962,-81.0037135,17.83,18,27.0,3.90,3.6,5,GPS Schedule
1/26/2024 6:15:15 PM,27.6746829,-81.0037771,-37.89,15,27.0,3.90,2.8,5,GPS Schedule
1/26/2024 6:30:41 PM,27.6746734,-81.0036188,52.38,41,27.5,3.90,2.6,6,GPS Schedule
1/26/2024 6:45:15 PM,27.6747537,-81.0035213,46.19,15,28.0,3.90,2.6,6,GPS Schedule
1/26/2024 7:00:22 PM,27.6755737,-81.0029469,-165.83,22,29.0,3.90,7.8,5,GPS Schedule
1/26/2024 7:15:22 PM,27.6749681,-81.0030647,-9.89,22,28.5,3.90,5.8,5,GPS Schedule
1/26/2024 7:30:15 PM,27.6748531,-81.0032102,20.87,15,28.0,3.90,4,5,GPS Schedule
1/26/2024 7:45:42 PM,27.6750008,-81.0029646,15.50,42,28.0,3.90,3.2,5,GPS Schedule
1/26/2024 8:00:15 PM,27.6747788,-81.0030984,-4.34,15,28.0,3.90,3,5,GPS Schedule
1/26/2024 8:15:16 PM,27.6746015,-81.0028351,9.44,16,28.0,3.90,3.2,5,GPS Schedule
1/26/2024 8:30:13 PM,27.6751464,-81.0033714,21.35,13,28.0,3.90,4.4,5,GPS Schedule
1/26/2024 8:45:52 PM,27.6749897,-81.0034316,32.91,52,28.5,3.90,1.6,8,GPS Schedule
1/26/2024 9:00:14 PM,27.6749008,-81.0032977,12.96,14,28.0,3.90,2.4,7,GPS Schedule
1/26/2024 9:15:14 PM,27.6749935,-81.0035163,150.53,14,27.5,3.90,2.4,7,GPS Schedule
1/26/2024 9:30:13 PM,27.6751333,-81.0034403,-10.34,13,26.5,3.90,2.4,7,GPS Schedule
1/26/2024 9:45:15 PM,27.6748235,-81.0032743,100.34,15,26.0,3.90,3.6,6,GPS Schedule
1/26/2024 10:00:42 PM,27.6748067,-81.0033315,45.76,42,26.0,3.90,5,5,GPS Schedule
1/26/2024 10:15:18 PM,27.6749578,-81.0035692,-95.98,18,25.5,3.90,4.4,5,GPS Schedule
1/26/2024 10:30:33 PM,27.6745894,-81.0034940,67.99,33,25.5,3.90,2.2,7,GPS Schedule
1/26/2024 10:45:19 PM,27.6749853,-81.0033413,-9.20,19,25.0,3.90,2,7,GPS Schedule
1/26/2024 11:00:21 PM,27.6748856,-81.0031454,20.47,21,25.0,3.90,2,6,GPS Schedule
1/26/2024 11:15:27 PM,27.6749963,-81.0028580,-30.90,27,24.5,3.90,4.8,5,GPS Schedule
1/26/2024 11:30:13 PM,27.6747728,-81.0035386,37.85,13,24.0,3.90,4,5,GPS Schedule
1/26/2024 11:45:13 PM,27.6753348,-81.0034836,24.61,13,24.0,3.90,3.6,5,GPS Schedule
1/27/2024 12:00:41 AM,27.6753434,-81.0036886,24.93,41,24.0,3.90,2.4,6,GPS Schedule
1/27/2024 12:15:13 AM,27.6754788,-81.0035118,-33.82,13,23.5,3.90,4,5,GPS Schedule
1/27/2024 12:30:13 AM,27.6752360,-81.0035474,13.17,13,22.5,3.90,4.4,5,GPS Schedule
1/27/2024 12:45:15 AM,27.6753936,-81.0034098,12.18,15,23.0,3.90,4.8,5,GPS Schedule
1/27/2024 1:00:13 AM,27.6753503,-81.0035384,6.25,13,22.0,3.90,5,5,GPS Schedule
1/27/2024 1:15:13 AM,27.6753006,-81.0034310,36.13,13,23.0,3.90,5,5,GPS Schedule
1/27/2024 1:30:19 AM,27.6752559,-81.0035333,47.73,19,23.0,3.90,4.8,5,GPS Schedule
1/27/2024 1:45:42 AM,27.6753000,-81.0035373,-4.65,42,23.0,3.90,4.4,6,GPS Schedule
1/27/2024 2:00:13 AM,27.6754168,-81.0036042,-1.33,13,23.0,3.90,3.6,6,GPS Schedule
1/27/2024 2:15:18 AM,27.6754475,-81.0036005,5.09,18,22.5,3.90,3.2,6,GPS Schedule
1/27/2024 2:32:02 AM,27.6751636,-81.0037386,-8.13,122,23.0,3.90,4.8,4,GPS Schedule
1/27/2024 2:45:32 AM,27.6754987,-81.0037871,9.35,32,22.5,3.90,2.4,7,GPS Schedule
1/27/2024 3:00:28 AM,27.6753336,-81.0036070,46.37,28,23.0,3.90,2.4,7,GPS Schedule
1/27/2024 3:15:22 AM,27.6750701,-81.0035346,-27.12,22,23.0,3.90,3,6,GPS Schedule
1/27/2024 3:30:21 AM,27.6753565,-81.0037360,15.70,21,23.0,3.90,2.4,7,GPS Schedule
1/27/2024 3:45:35 AM,27.6750686,-81.0033763,63.62,35,23.5,3.90,3,6,GPS Schedule
1/27/2024 4:01:12 AM,27.6754348,-81.0035820,-15.90,72,23.5,3.90,3.4,5,GPS Schedule
1/27/2024 4:15:14 AM,27.6750822,-81.0036281,17.67,14,22.5,3.90,3.4,5,GPS Schedule
1/27/2024 4:30:22 AM,27.6753302,-81.0034456,-2.42,22,22.5,3.90,3.2,5,GPS Schedule
1/27/2024 4:45:21 AM,27.6753246,-81.0033467,50.44,21,23.0,3.90,3.2,5,GPS Schedule
1/27/2024 5:00:35 AM,27.6753514,-81.0035093,-6.89,35,23.0,3.90,2.4,6,GPS Schedule
1/27/2024 5:15:24 AM,27.6753032,-81.0035233,50.66,24,23.0,3.90,2.8,6,GPS Schedule
1/27/2024 5:31:06 AM,27.6751723,-81.0034171,-9.96,66,24.5,3.90,2.2,4,GPS Schedule
1/27/2024 5:45:59 AM,27.6753336,-81.0033856,20.55,59,24.5,3.90,3,5,GPS Schedule
1/27/2024 6:01:10 AM,27.6755955,-81.0035411,51.32,70,25.0,3.90,24.2,4,GPS Schedule
1/27/2024 6:16:43 AM,27.6753638,-81.0035467,-15.97,103,25.5,3.90,6.2,5,GPS Schedule
1/27/2024 6:30:26 AM,27.6753030,-81.0035804,-24.67,26,25.0,3.90,4.4,5,GPS Schedule
1/27/2024 6:45:16 AM,27.6751870,-81.0033713,2.00,16,24.0,3.90,4.2,5,GPS Schedule
1/27/2024 7:00:22 AM,27.6753890,-81.0036768,-38.53,22,22.5,3.90,4.6,5,GPS Schedule
1/27/2024 7:15:32 AM,27.6752084,-81.0034942,31.94,32,22.0,3.90,3,6,GPS Schedule
1/27/2024 7:30:14 AM,27.6752967,-81.0035395,11.12,14,22.0,3.90,2.6,6,GPS Schedule
1/27/2024 7:45:16 AM,27.6753637,-81.0036090,20.65,16,23.0,3.90,2.2,6,GPS Schedule
1/27/2024 8:00:16 AM,27.6755208,-81.0038897,-25.47,16,22.5,3.90,2.6,5,GPS Schedule
1/27/2024 8:15:42 AM,27.6754070,-81.0037754,-18.64,42,22.5,3.90,2,7,GPS Schedule
1/27/2024 8:30:13 AM,27.6754240,-81.0035879,16.52,13,22.0,3.90,1.8,7,GPS Schedule
1/27/2024 8:45:13 AM,27.6755514,-81.0035584,17.59,13,21.5,3.90,2.8,6,GPS Schedule
1/27/2024 9:00:14 AM,27.6754126,-81.0036580,14.62,14,20.5,3.90,2.8,6,GPS Schedule
1/27/2024 9:15:14 AM,27.6753651,-81.0036454,24.66,14,20.5,3.90,2.6,6,GPS Schedule
1/27/2024 9:30:14 AM,27.6754333,-81.0037243,-24.21,14,20.0,3.90,2.6,6,GPS Schedule
1/27/2024 9:45:13 AM,27.6753836,-81.0035163,14.29,13,20.5,3.90,3.4,5,GPS Schedule
1/27/2024 10:01:06 AM,27.6754890,-81.0035488,-14.45,66,21.0,3.90,3.2,7,GPS Schedule
1/27/2024 10:15:14 AM,27.6755054,-81.0035198,-4.99,14,20.5,3.90,3.2,7,GPS Schedule
1/27/2024 10:30:13 AM,27.6754267,-81.0036443,20.26,13,20.5,3.90,2.8,6,GPS Schedule
1/27/2024 10:45:13 AM,27.6754173,-81.0035394,-3.59,13,20.5,3.90,2.4,7,GPS Schedule
1/27/2024 11:00:14 AM,27.6754939,-81.0036679,-2.55,14,20.5,3.90,2.2,7,GPS Schedule
1/27/2024 11:15:13 AM,27.6753566,-81.0036417,7.08,13,21.0,3.90,4,6,GPS Schedule
1/27/2024 11:30:14 AM,27.6752909,-81.0036085,1.57,14,21.0,3.90,3.8,6,GPS Schedule
1/27/2024 11:45:16 AM,27.6753463,-81.0038411,-55.34,15,21.0,3.90,3.4,6,GPS Schedule
1/27/2024 12:00:26 PM,27.6754095,-81.0033778,41.11,25,21.0,3.90,3,6,GPS Schedule
1/27/2024 12:15:16 PM,27.6754210,-81.0035190,47.29,15,21.0,3.90,2.8,6,GPS Schedule
1/27/2024 12:30:21 PM,27.6753948,-81.0038191,-24.69,20,21.0,3.90,4,5,GPS Schedule
1/27/2024 12:45:42 PM,27.6753552,-81.0035053,48.28,41,21.5,3.90,2,7,GPS Schedule
1/27/2024 1:00:14 PM,27.6754184,-81.0034947,15.55,13,21.0,3.90,1.8,7,GPS Schedule
1/27/2024 1:15:13 PM,27.6751374,-81.0034433,64.15,12,21.5,3.90,1.6,7,GPS Schedule
1/27/2024 1:30:15 PM,27.6753969,-81.0034341,22.24,14,22.0,3.90,1.6,7,GPS Schedule
1/27/2024 1:45:18 PM,27.6753321,-81.0034436,25.16,17,22.5,3.90,3.2,5,GPS Schedule
1/27/2024 2:00:42 PM,27.6754184,-81.0034947,15.55,41,23.0,3.90,5,5,GPS Schedule
1/27/2024 2:15:14 PM,27.6754214,-81.0038170,-17.39,13,23.0,3.90,6,5,GPS Schedule
1/27/2024 2:30:14 PM,27.6753044,-81.0040691,15.95,13,23.0,3.90,7.6,5,GPS Schedule
1/27/2024 2:46:02 PM,27.6763390,-81.0098760,-4.58,61,23.5,3.90,2.2,6,GPS Schedule
1/27/2024 3:00:14 PM,27.6766448,-81.0165315,-4.60,13,24.0,3.90,2.4,6,GPS Schedule
1/27/2024 3:15:13 PM,27.6777239,-81.0179606,2.09,12,25.5,3.90,2.6,6,GPS Schedule
1/27/2024 3:30:15 PM,27.6774576,-81.0180212,-21.31,14,28.5,3.90,4.8,5,GPS Schedule
1/27/2024 3:45:14 PM,27.6777018,-81.0179743,-4.01,13,31.0,3.90,5.4,5,GPS Schedule
1/27/2024 4:00:13 PM,27.6796813,-81.0197005,4.06,12,34.5,3.90,6.6,5,GPS Schedule
1/27/2024 4:15:15 PM,27.6814118,-81.0212445,6.60,14,31.0,3.90,7,5,GPS Schedule
1/27/2024 4:30:42 PM,27.6814262,-81.0212698,3.56,41,29.0,3.90,1.6,8,GPS Schedule
1/27/2024 4:45:13 PM,27.6814176,-81.0212761,7.52,12,28.0,3.90,1.6,8,GPS Schedule
1/27/2024 5:01:18 PM,27.6822009,-81.0220196,5.67,77,30.5,3.90,1.4,8,GPS Schedule
1/27/2024 5:15:13 PM,27.6822054,-81.0220312,6.87,12,29.5,3.90,2.4,7,GPS Schedule
1/27/2024 5:30:13 PM,27.6822207,-81.0220212,7.94,12,29.0,3.90,2.4,7,GPS Schedule
1/27/2024 5:45:14 PM,27.6822038,-81.0220565,2.90,13,29.0,3.90,2.2,7,GPS Schedule
1/27/2024 6:00:15 PM,27.6822030,-81.0220302,-1.25,14,29.0,3.90,3.2,5,GPS Schedule
1/27/2024 6:15:13 PM,27.6822017,-81.0219938,-5.26,12,28.5,3.90,2.8,5,GPS Schedule
1/27/2024 6:30:17 PM,27.6822150,-81.0220481,4.85,16,29.5,3.90,2.8,5,GPS Schedule
1/27/2024 6:45:14 PM,27.6821775,-81.0220297,4.14,13,29.5,3.90,3.2,5,GPS Schedule
1/27/2024 7:00:15 PM,27.6821676,-81.0219996,4.09,14,29.5,3.90,4.4,5,GPS Schedule
1/27/2024 7:15:42 PM,27.6822004,-81.0220159,-11.44,41,30.0,3.90,3.8,7,GPS Schedule
1/27/2024 7:30:14 PM,27.6821884,-81.0220080,4.01,13,30.0,3.90,3,7,GPS Schedule
1/27/2024 7:45:13 PM,27.6822096,-81.0220460,10.29,12,28.5,3.90,3,6,GPS Schedule
1/27/2024 8:00:14 PM,27.6821844,-81.0220323,-8.08,13,28.5,3.90,2.6,6,GPS Schedule
1/27/2024 8:15:17 PM,27.6822718,-81.0220971,-0.71,16,28.0,3.90,6.2,5,GPS Schedule
1/27/2024 8:30:40 PM,27.6822168,-81.0220455,-4.15,39,28.5,3.90,1.4,9,GPS Schedule
1/27/2024 8:45:16 PM,27.6822832,-81.0220792,16.27,15,28.0,3.90,3.2,8,GPS Schedule
1/27/2024 9:00:13 PM,27.6821896,-81.0220539,-7.02,12,27.5,3.90,2.4,8,GPS Schedule
1/27/2024 9:15:13 PM,27.6821831,-81.0220644,7.28,12,27.0,3.90,2,8,GPS Schedule
1/27/2024 9:30:13 PM,27.6821619,-81.0220850,-1.17,12,28.0,3.90,2,7,GPS Schedule
1/27/2024 9:45:14 PM,27.6821709,-81.0220660,7.69,13,28.0,3.90,1.8,7,GPS Schedule
1/27/2024 10:00:15 PM,27.6821527,-81.0220813,2.93,14,28.5,3.90,2.2,5,GPS Schedule
1/27/2024 10:15:13 PM,27.6821524,-81.0220845,5.14,12,28.5,3.90,1.6,7,GPS Schedule
1/27/2024 10:31:21 PM,27.6822089,-81.0220618,-0.32,80,29.0,3.90,1.6,10,GPS Schedule
1/27/2024 10:45:13 PM,27.6821839,-81.0220549,0.64,12,26.5,3.90,1.6,10,GPS Schedule
1/27/2024 11:00:13 PM,27.6821935,-81.0220555,-5.68,12,24.5,3.90,2.2,8,GPS Schedule
1/27/2024 11:15:13 PM,27.6821886,-81.0220307,-8.96,12,23.0,3.90,2,8,GPS Schedule
1/27/2024 11:30:13 PM,27.6821842,-81.0220354,-5.87,12,22.5,3.90,2,8,GPS Schedule
1/27/2024 11:45:13 PM,27.6824293,-81.0220960,0.46,12,23.0,3.90,1.8,8,GPS Schedule
1/28/2024 12:00:13 AM,27.6824440,-81.0221182,-4.79,12,23.5,3.90,2.4,7,GPS Schedule
1/28/2024 12:15:13 AM,27.6824479,-81.0221198,-3.45,12,24.0,3.90,4.2,6,GPS Schedule
1/28/2024 12:30:16 AM,27.6824346,-81.0220818,-9.27,15,24.5,3.90,2.2,7,GPS Schedule
1/28/2024 12:45:14 AM,27.6824737,-81.0221171,-11.05,13,24.0,3.90,4.8,6,GPS Schedule
1/28/2024 1:00:14 AM,27.6824290,-81.0220407,4.84,13,23.0,3.90,5,6,GPS Schedule
1/28/2024 1:15:14 AM,27.6824137,-81.0220671,8.06,13,22.0,3.90,4.6,6,GPS Schedule
1/28/2024 1:30:16 AM,27.6825800,-81.0222509,-33.52,15,21.0,3.90,4.2,6,GPS Schedule
1/28/2024 1:45:14 AM,27.6825168,-81.0221930,-20.17,13,20.0,3.90,7,5,GPS Schedule
1/28/2024 2:00:43 AM,27.6827273,-81.0221129,-6.52,42,19.5,3.90,1.6,9,GPS Schedule
1/28/2024 2:15:12 AM,27.6827532,-81.0221266,-9.83,11,19.0,3.90,1.6,9,GPS Schedule
1/28/2024 2:30:13 AM,27.6834397,-81.0221160,-6.32,12,18.5,3.90,1.8,8,GPS Schedule
1/28/2024 2:45:13 AM,27.6836501,-81.0228090,-12.00,12,18.0,3.90,2,7,GPS Schedule
1/28/2024 3:00:13 AM,27.6836520,-81.0227969,-5.96,12,18.0,3.90,2.6,7,GPS Schedule
1/28/2024 3:15:14 AM,27.6836365,-81.0228264,-0.52,13,18.5,3.90,2.8,6,GPS Schedule
1/28/2024 3:30:13 AM,27.6836077,-81.0228180,-0.90,12,18.0,3.90,3,6,GPS Schedule
1/28/2024 3:45:13 AM,27.6835991,-81.0228080,-1.23,12,18.0,3.90,3.2,6,GPS Schedule
1/28/2024 4:00:13 AM,27.6835958,-81.0228001,-7.00,12,18.0,3.90,3.4,6,GPS Schedule
1/28/2024 4:15:14 AM,27.6836006,-81.0228085,-8.01,13,18.5,3.90,3.8,6,GPS Schedule
1/28/2024 4:30:17 AM,27.6835888,-81.0228069,-9.81,16,19.0,3.90,3.8,6,GPS Schedule
1/28/2024 4:45:15 AM,27.6835575,-81.0227911,-1.06,14,19.5,3.90,4.6,5,GPS Schedule
1/28/2024 5:00:14 AM,27.6836210,-81.0228037,-10.17,13,19.5,3.90,4.6,5,GPS Schedule
1/28/2024 5:15:14 AM,27.6836209,-81.0227874,-14.46,13,19.0,3.90,4.4,5,GPS Schedule
1/28/2024 5:30:42 AM,27.6836357,-81.0227837,-8.96,41,18.5,3.90,1.4,10,GPS Schedule
1/28/2024 5:45:12 AM,27.6836108,-81.0227769,-8.00,11,18.5,3.90,1.4,9,GPS Schedule
1/28/2024 6:00:12 AM,27.6836584,-81.0228222,-9.46,11,19.0,3.90,1.6,9,GPS Schedule
1/28/2024 6:15:13 AM,27.6836456,-81.0228138,-8.91,12,19.5,3.90,1.6,9,GPS Schedule
1/28/2024 6:30:13 AM,27.6836754,-81.0228290,-10.88,12,20.0,3.90,1.8,8,GPS Schedule
1/28/2024 6:45:14 AM,27.6836587,-81.0228190,-11.67,13,20.0,3.90,2.8,7,GPS Schedule
1/28/2024 7:00:14 AM,27.6836501,-81.0228253,-7.71,13,20.0,3.90,2.8,7,GPS Schedule
1/28/2024 7:15:13 AM,27.6836619,-81.0228106,-10.20,12,20.5,3.90,2.4,7,GPS Schedule
1/28/2024 7:30:14 AM,27.6836463,-81.0228238,-9.05,12,21.0,3.90,2.2,7,GPS Schedule
1/28/2024 7:45:13 AM,27.6836543,-81.0228238,-8.59,11,21.0,3.90,1.8,7,GPS Schedule
1/28/2024 8:00:41 AM,27.6836396,-81.0228016,-3.33,39,20.0,3.90,1.6,8,GPS Schedule
1/28/2024 8:15:13 AM,27.6836313,-81.0227885,-5.87,11,19.0,3.90,1.6,8,GPS Schedule
1/28/2024 8:30:13 AM,27.6836501,-81.0227669,-5.54,11,19.0,3.90,1.6,8,GPS Schedule
1/28/2024 8:45:13 AM,27.6836443,-81.0227937,-8.64,11,18.5,3.90,2.8,6,GPS Schedule
1/28/2024 9:00:14 AM,27.6835964,-81.0225566,-4.96,12,18.0,3.90,2.6,6,GPS Schedule
1/28/2024 9:15:14 AM,27.6835448,-81.0222984,-9.13,12,19.0,3.90,2.6,6,GPS Schedule
1/28/2024 9:30:14 AM,27.6835535,-81.0223247,-4.52,12,19.0,3.90,2.6,5,GPS Schedule
1/28/2024 9:45:15 AM,27.6835597,-81.0223273,4.94,13,18.5,3.90,3.2,5,GPS Schedule
1/28/2024 10:00:22 AM,27.6836578,-81.0223015,-43.78,20,19.0,3.90,2.6,5,GPS Schedule
1/28/2024 10:15:40 AM,27.6835286,-81.0223179,-3.56,38,20.0,3.90,1.8,8,GPS Schedule
1/28/2024 10:30:13 AM,27.6835733,-81.0223099,-6.54,11,20.5,3.90,3.4,7,GPS Schedule
1/28/2024 10:45:14 AM,27.6835873,-81.0223221,-11.65,12,20.0,3.90,3,7,GPS Schedule
1/28/2024 11:00:13 AM,27.6835653,-81.0223099,-7.00,11,20.5,3.90,3.4,6,GPS Schedule
1/28/2024 11:15:15 AM,27.6836536,-81.0223131,-21.36,13,21.0,3.90,3.6,6,GPS Schedule
1/28/2024 11:30:14 AM,27.6836093,-81.0223342,-16.30,12,21.0,3.90,3.6,6,GPS Schedule
1/28/2024 11:45:14 AM,27.6836186,-81.0223542,-16.12,12,21.5,3.90,3.6,6,GPS Schedule
1/28/2024 12:00:15 PM,27.6835862,-81.0222246,20.87,13,21.5,3.90,3.6,6,GPS Schedule
1/28/2024 12:15:14 PM,27.6835956,-81.0222931,-2.66,12,21.0,3.90,3.4,6,GPS Schedule
1/28/2024 12:30:14 PM,27.6835950,-81.0223252,-8.98,12,21.0,3.90,3.2,6,GPS Schedule
1/28/2024 12:45:13 PM,27.6836028,-81.0223026,4.45,11,21.5,3.90,4.4,5,GPS Schedule
1/28/2024 1:00:14 PM,27.6836046,-81.0223163,-0.25,12,21.5,3.90,3.4,5,GPS Schedule
1/28/2024 1:15:14 PM,27.6836052,-81.0222678,1.78,12,22.0,3.90,3,5,GPS Schedule
1/28/2024 1:30:15 PM,27.6836023,-81.0222731,-1.92,13,22.0,3.90,2.6,5,GPS Schedule
1/28/2024 1:45:42 PM,27.6835749,-81.0222588,8.18,40,23.0,3.90,2.6,7,GPS Schedule
1/28/2024 2:00:15 PM,27.6836238,-81.0223078,2.15,13,23.5,3.90,3.6,6,GPS Schedule
1/28/2024 2:15:14 PM,27.6836302,-81.0223331,-1.35,12,23.5,3.90,4.2,6,GPS Schedule
1/28/2024 2:30:15 PM,27.6835819,-81.0222356,6.70,13,24.5,3.90,4.6,6,GPS Schedule
1/28/2024 2:45:16 PM,27.6835822,-81.0222325,4.49,14,25.0,3.90,4.2,6,GPS Schedule
1/28/2024 3:00:16 PM,27.6835647,-81.0222320,10.34,14,25.0,3.90,3.6,6,GPS Schedule
1/28/2024 3:16:34 PM,27.6835599,-81.0223078,-1.56,92,26.0,3.90,1.4,8,GPS Schedule
1/28/2024 3:30:14 PM,27.6835851,-81.0223115,-4.74,12,26.0,3.90,1.6,7,GPS Schedule
1/28/2024 3:45:14 PM,27.6835765,-81.0223179,-0.77,12,28.5,3.90,1.8,7,GPS Schedule
1/28/2024 4:00:14 PM,27.6835568,-81.0223326,1.25,12,30.0,3.90,2,7,GPS Schedule
1/28/2024 4:15:15 PM,27.6835778,-81.0223215,-5.34,13,28.5,3.90,2.2,7,GPS Schedule
1/28/2024 4:30:14 PM,27.6839280,-81.0227595,-1.83,12,25.5,3.90,2.8,6,GPS Schedule
1/28/2024 4:45:14 PM,27.6847586,-81.0239415,-2.92,12,22.5,3.90,3.4,6,GPS Schedule
1/28/2024 5:00:15 PM,27.6847180,-81.0239737,-11.56,13,25.0,3.90,3.8,6,GPS Schedule
1/28/2024 5:15:15 PM,27.6848514,-81.0238398,24.84,13,25.5,3.90,3.8,6,GPS Schedule
1/28/2024 5:30:14 PM,27.6847811,-81.0238988,11.71,12,24.5,3.90,3.4,6,GPS Schedule
1/28/2024 5:45:15 PM,27.6847686,-81.0239294,3.59,13,25.0,3.90,3,6,GPS Schedule
1/28/2024 6:00:41 PM,27.6847731,-81.0239410,4.79,39,28.0,3.90,1.8,8,GPS Schedule
1/28/2024 6:15:13 PM,27.6847044,-81.0239489,6.37,11,29.5,3.90,1.8,8,GPS Schedule
1/28/2024 6:30:15 PM,27.6847378,-81.0240274,5.79,13,27.5,3.90,2,8,GPS Schedule
1/28/2024 6:45:14 PM,27.6847285,-81.0240074,5.60,12,28.0,3.90,2.4,8,GPS Schedule
1/28/2024 7:00:14 PM,27.6847348,-81.0239742,4.27,12,27.0,3.90,2.8,8,GPS Schedule
1/28/2024 7:15:14 PM,27.6849833,-81.0248648,9.90,12,28.0,3.90,2.6,8,GPS Schedule
1/28/2024 7:30:14 PM,27.6849063,-81.0260717,2.48,12,27.0,3.90,2.2,8,GPS Schedule
1/28/2024 7:45:14 PM,27.6849063,-81.0260717,2.48,12,25.5,3.90,2.4,7,GPS Schedule
1/28/2024 8:00:14 PM,27.6848970,-81.0260516,2.30,12,25.5,3.90,2,7,GPS Schedule
1/28/2024 8:15:14 PM,27.6846400,-81.0265323,0.62,12,25.5,3.90,1.8,7,GPS Schedule
1/28/2024 8:30:15 PM,27.6846195,-81.0265370,2.78,13,26.0,3.90,1.8,7,GPS Schedule
1/28/2024 8:45:14 PM,27.6846169,-81.0265391,-3.13,12,25.0,3.90,4.2,6,GPS Schedule
1/28/2024 9:00:16 PM,27.6846131,-81.0265797,-10.92,14,25.0,3.90,3.8,6,GPS Schedule
1/28/2024 9:15:16 PM,27.6846515,-81.0265370,4.64,14,24.5,3.90,4.4,6,GPS Schedule
1/28/2024 9:30:42 PM,27.6846362,-81.0265470,3.57,40,23.5,3.90,1.6,9,GPS Schedule
1/28/2024 9:45:13 PM,27.6846358,-81.0265339,1.49,11,22.5,3.90,1.4,10,GPS Schedule
1/28/2024 10:00:14 PM,27.6846278,-81.0265339,1.03,12,22.5,3.90,1.6,8,GPS Schedule
1/28/2024 10:15:15 PM,27.6846326,-81.0265423,0.02,13,22.5,3.90,1.6,8,GPS Schedule
1/28/2024 10:30:14 PM,27.6846121,-81.0265307,-2.11,12,21.0,3.90,2.2,7,GPS Schedule
1/28/2024 10:45:14 PM,27.6846118,-81.0265175,-4.19,12,19.5,3.90,2,7,GPS Schedule
1/28/2024 11:00:14 PM,27.6846366,-81.0265080,-9.44,12,19.0,3.90,2.6,6,GPS Schedule
1/28/2024 11:15:13 PM,27.6846198,-81.0265175,-3.72,11,18.5,3.90,2.4,6,GPS Schedule
1/28/2024 11:30:14 PM,27.6851653,-81.0274182,-2.71,12,17.0,3.90,2.2,6,GPS Schedule
1/28/2024 11:45:14 PM,27.6852565,-81.0277054,-4.75,12,14.5,3.90,5.8,5,GPS Schedule
1/29/2024 12:00:41 AM,27.6852319,-81.0277539,-8.17,39,15.0,3.90,2.6,6,GPS Schedule
1/29/2024 12:15:14 AM,27.6852326,-81.0277639,-8.31,12,14.5,3.90,2.2,7,GPS Schedule
1/29/2024 12:30:15 AM,27.6852287,-81.0277623,-9.65,13,15.5,3.90,2.8,6,GPS Schedule
1/29/2024 12:45:15 AM,27.6852243,-81.0277671,-6.56,13,16.0,3.90,2.8,6,GPS Schedule
1/29/2024 1:00:11 AM,27.6852291,-81.0277755,-7.58,12,16.0,3.90,3,6,GPS Schedule
1/29/2024 1:15:12 AM,27.6852626,-81.0277760,-12.50,13,16.0,3.90,3.6,6,GPS Schedule
1/29/2024 1:30:12 AM,27.6852900,-81.0277223,-5.38,13,15.5,3.90,4.4,6,GPS Schedule
1/29/2024 1:45:13 AM,27.6852683,-81.0277491,-9.40,14,14.0,3.90,5.4,6,GPS Schedule
